ISO-3166-1;ISO-3166-2;Name1;Name2;Wikipedia;Type
AD;07;"Andorra la Vella";"Andorra la Vella";https://en.wikipedia.org/wiki/Andorra_la_Vella;parishes
AD;02;Canillo;Canillo;https://en.wikipedia.org/wiki/Canillo;parishes
AD;03;Encamp;Encamp;https://en.wikipedia.org/wiki/Encamp;parishes
AD;08;Escaldes-Engordany;Escaldes-Engordany;https://en.wikipedia.org/wiki/Escaldes-Engordany;parishes
AD;04;"La Massana";"La Massana";https://en.wikipedia.org/wiki/La_Massana;parishes
AD;05;Ordino;Ordino;https://en.wikipedia.org/wiki/Ordino;parishes
AD;06;"Sant Julià de Lòria";"Sant Julià de Lòria";https://en.wikipedia.org/wiki/Sant_Juli%C3%A0_de_L%C3%B2ria;parishes
AE;AZ;"Abu Dhabi (emirate)";"Abū Z̧aby";https://en.wikipedia.org/wiki/Abu_Dhabi_(emirate);emirates
AE;AJ;Ajman;‘Ajmān;https://en.wikipedia.org/wiki/Ajman;emirates
AE;FU;Fujairah;"Al Fujayrah";https://en.wikipedia.org/wiki/Fujairah;emirates
AE;SH;"Sharjah (emirate)";"Ash Shāriqah";https://en.wikipedia.org/wiki/Sharjah_(emirate);emirates
AE;DU;Dubai;Dubayy;https://en.wikipedia.org/wiki/Dubai;emirates
AE;RK;"Ras al-Khaimah";"Ra’s al Khaymah";https://en.wikipedia.org/wiki/Ras_al-Khaimah;emirates
AE;UQ;"Umm al-Quwain";"Umm al Qaywayn";https://en.wikipedia.org/wiki/Umm_al-Quwain;emirates
AF;BDS;"Badakhshān Province";Badakhshān;https://en.wikipedia.org/wiki/Badakhsh%C4%81n_Province;provinces
AF;BDG;"Bādghīs Province";Bādghīs;https://en.wikipedia.org/wiki/B%C4%81dgh%C4%ABs_Province;provinces
AF;BGL;"Baghlān Province";Baghlān;https://en.wikipedia.org/wiki/Baghl%C4%81n_Province;provinces
AF;BAL;"Balkh Province";Balkh;https://en.wikipedia.org/wiki/Balkh_Province;provinces
AF;BAM;"Bamyan Province";Bāmyān;https://en.wikipedia.org/wiki/Bamyan_Province;provinces
AF;DAY;"Dāykondī Province";Dāykundī;https://en.wikipedia.org/wiki/D%C4%81ykond%C4%AB_Province;provinces
AF;FRA;"Farāh Province";Farāh;https://en.wikipedia.org/wiki/Far%C4%81h_Province;provinces
AF;FYB;"Fāryāb Province";Fāryāb;https://en.wikipedia.org/wiki/F%C4%81ry%C4%81b_Province;provinces
AF;GHA;"Ghaznī Province";Ghaznī;https://en.wikipedia.org/wiki/Ghazn%C4%AB_Province;provinces
AF;GHO;"Ghowr Province";Ghōr;https://en.wikipedia.org/wiki/Ghowr_Province;provinces
AF;HEL;"Helmand Province";Helmand;https://en.wikipedia.org/wiki/Helmand_Province;provinces
AF;HER;"Herāt Province";Herāt;https://en.wikipedia.org/wiki/Her%C4%81t_Province;provinces
AF;JOW;"Jowzjān Province";Jowzjān;https://en.wikipedia.org/wiki/Jowzj%C4%81n_Province;provinces
AF;KAB;"Kābul Province";Kābul;https://en.wikipedia.org/wiki/K%C4%81bul_Province;provinces
AF;KAN;"Kandahār Province";Kandahār;https://en.wikipedia.org/wiki/Kandah%C4%81r_Province;provinces
AF;KAP;"Kāpīsā Province";Kāpīsā;https://en.wikipedia.org/wiki/K%C4%81p%C4%ABs%C4%81_Province;provinces
AF;KHO;"Khowst Province";Khōst;https://en.wikipedia.org/wiki/Khowst_Province;provinces
AF;KNR;"Konar Province";Kunaṟ;https://en.wikipedia.org/wiki/Konar_Province;provinces
AF;KDZ;"Kondoz Province";Kunduz;https://en.wikipedia.org/wiki/Kondoz_Province;provinces
AF;LAG;"Laghmān Province";Laghmān;https://en.wikipedia.org/wiki/Laghm%C4%81n_Province;provinces
AF;LOG;"Logar Province";Lōgar;https://en.wikipedia.org/wiki/Logar_Province;provinces
AF;NAN;"Nangarhār Province";Nangarhār;https://en.wikipedia.org/wiki/Nangarh%C4%81r_Province;provinces
AF;NIM;"Nimroz Province";Nīmrōz;https://en.wikipedia.org/wiki/Nimroz_Province;provinces
AF;NUR;"Nuristan Province";Nūristān;https://en.wikipedia.org/wiki/Nuristan_Province;provinces
AF;PKA;"Paktīkā Province";Paktīkā;https://en.wikipedia.org/wiki/Pakt%C4%ABk%C4%81_Province;provinces
AF;PIA;"Paktiya Province";Paktiyā;https://en.wikipedia.org/wiki/Paktiya_Province;provinces
AF;PAN;"Panjshir Province";Panjshayr;https://en.wikipedia.org/wiki/Panjshir_Province;provinces
AF;PAR;"Parwān Province";Parwān;https://en.wikipedia.org/wiki/Parw%C4%81n_Province;provinces
AF;SAM;"Samangān Province";Samangān;https://en.wikipedia.org/wiki/Samang%C4%81n_Province;provinces
AF;SAR;"Sar-e Pul Province";"Sar-e Pul";https://en.wikipedia.org/wiki/Sar-e_Pul_Province;provinces
AF;TAK;"Takhār Province";Takhār;https://en.wikipedia.org/wiki/Takh%C4%81r_Province;provinces
AF;URU;"Uruzgan Province";Uruzgān;https://en.wikipedia.org/wiki/Uruzgan_Province;provinces
AF;WAR;"Wardak Province";Wardak;https://en.wikipedia.org/wiki/Wardak_Province;provinces
AF;ZAB;"Zābul Province";Zābul;https://en.wikipedia.org/wiki/Z%C4%81bul_Province;provinces
AG;03;"Saint George Parish (Antigua and Barbuda)";"Saint George";https://en.wikipedia.org/wiki/Saint_George_Parish_(Antigua_and_Barbuda);parish
AG;04;"Saint John Parish (Antigua and Barbuda)";"Saint John";https://en.wikipedia.org/wiki/Saint_John_Parish_(Antigua_and_Barbuda);parish
AG;05;"Saint Mary Parish (Antigua and Barbuda)";"Saint Mary";https://en.wikipedia.org/wiki/Saint_Mary_Parish_(Antigua_and_Barbuda);parish
AG;06;"Saint Paul Parish (Antigua and Barbuda)";"Saint Paul";https://en.wikipedia.org/wiki/Saint_Paul_Parish_(Antigua_and_Barbuda);parish
AG;07;"Saint Peter Parish (Antigua and Barbuda)";"Saint Peter";https://en.wikipedia.org/wiki/Saint_Peter_Parish_(Antigua_and_Barbuda);parish
AG;08;"Saint Philip Parish (Antigua and Barbuda)";"Saint Philip";https://en.wikipedia.org/wiki/Saint_Philip_Parish_(Antigua_and_Barbuda);parish
AG;10;Barbuda;Barbuda;https://en.wikipedia.org/wiki/Barbuda;dependency
AG;11;Redonda;Redonda;https://en.wikipedia.org/wiki/Redonda;dependency
AL;01;"Berat County";Berat;https://en.wikipedia.org/wiki/Berat_County;counties
AL;09;"Dibër County";Dibër;https://en.wikipedia.org/wiki/Dib%C3%ABr_County;counties
AL;02;"Durrës County";Durrës;https://en.wikipedia.org/wiki/Durr%C3%ABs_County;counties
AL;03;"Elbasan County";Elbasan;https://en.wikipedia.org/wiki/Elbasan_County;counties
AL;04;"Fier County";Fier;https://en.wikipedia.org/wiki/Fier_County;counties
AL;05;"Gjirokastër County";Gjirokastër;https://en.wikipedia.org/wiki/Gjirokast%C3%ABr_County;counties
AL;06;"Korçë County";Korçë;https://en.wikipedia.org/wiki/Kor%C3%A7%C3%AB_County;counties
AL;07;"Kukës County";Kukës;https://en.wikipedia.org/wiki/Kuk%C3%ABs_County;counties
AL;08;"Lezhë County";Lezhë;https://en.wikipedia.org/wiki/Lezh%C3%AB_County;counties
AL;10;"Shkodër County";Shkodër;https://en.wikipedia.org/wiki/Shkod%C3%ABr_County;counties
AL;11;"Tiranë County";Tiranë;https://en.wikipedia.org/wiki/Tiran%C3%AB_County;counties
AL;12;"Vlorë County";Vlorë;https://en.wikipedia.org/wiki/Vlor%C3%AB_County;counties
AM;ER;Erevan;Erevan;https://en.wikipedia.org/wiki/Erevan;city
AM;AG;"Aragac̣otn Province";Aragac̣otn;https://en.wikipedia.org/wiki/Aragac%CC%A3otn_Province;region
AM;AR;"Ararat Province";Ararat;https://en.wikipedia.org/wiki/Ararat_Province;region
AM;AV;"Armavir Province";Armavir;https://en.wikipedia.org/wiki/Armavir_Province;region
AM;GR;"Geġark'unik' Province";Geġark'unik';https://en.wikipedia.org/wiki/Ge%C4%A1ark%27unik%27_Province;region
AM;KT;"Kotayk' Province";Kotayk';https://en.wikipedia.org/wiki/Kotayk%27_Province;region
AM;LO;"Loṙy Province";Loṙi;https://en.wikipedia.org/wiki/Lo%E1%B9%99y_Province;region
AM;SH;"Širak Province";Širak;https://en.wikipedia.org/wiki/%C5%A0irak_Province;region
AM;SU;"Syunik' Province";Syunik';https://en.wikipedia.org/wiki/Syunik%27_Province;region
AM;TV;"Tavuš Province";Tavuš;https://en.wikipedia.org/wiki/Tavu%C5%A1_Province;region
AM;VD;"Vayots Dzor Province";"Vayoć Jor";https://en.wikipedia.org/wiki/Vayots_Dzor_Province;region
AO;BGO;"Bengo Province";Bengo;https://en.wikipedia.org/wiki/Bengo_Province;provinces
AO;BGU;"Benguela Province";Benguela;https://en.wikipedia.org/wiki/Benguela_Province;provinces
AO;BIE;"Bié Province";Bié;https://en.wikipedia.org/wiki/Bi%C3%A9_Province;provinces
AO;CAB;"Cabinda Province";Cabinda;https://en.wikipedia.org/wiki/Cabinda_Province;provinces
AO;CNN;"Cunene Province";Cunene;https://en.wikipedia.org/wiki/Cunene_Province;provinces
AO;HUA;"Huambo Province";Huambo;https://en.wikipedia.org/wiki/Huambo_Province;provinces
AO;HUI;"Huíla Province";Huíla;https://en.wikipedia.org/wiki/Hu%C3%ADla_Province;provinces
AO;CCU;"Cuando Cubango Province";"Kuando Kubango";https://en.wikipedia.org/wiki/Cuando_Cubango_Province;provinces
AO;CNO;"Cuanza Norte Province";"Kwanza Norte";https://en.wikipedia.org/wiki/Cuanza_Norte_Province;provinces
AO;CUS;"Cuanza Sul Province";"Kwanza Sul";https://en.wikipedia.org/wiki/Cuanza_Sul_Province;provinces
AO;LUA;"Luanda Province";Luanda;https://en.wikipedia.org/wiki/Luanda_Province;provinces
AO;LNO;"Lunda Norte Province";"Lunda Norte";https://en.wikipedia.org/wiki/Lunda_Norte_Province;provinces
AO;LSU;"Lunda Sul Province";"Lunda Sul";https://en.wikipedia.org/wiki/Lunda_Sul_Province;provinces
AO;MAL;"Malange Province";Malange;https://en.wikipedia.org/wiki/Malange_Province;provinces
AO;MOX;"Moxico Province";Moxico;https://en.wikipedia.org/wiki/Moxico_Province;provinces
AO;NAM;"Namibe Province";Namibe;https://en.wikipedia.org/wiki/Namibe_Province;provinces
AO;UIG;"Uíge Province";Uíge;https://en.wikipedia.org/wiki/U%C3%ADge_Province;provinces
AO;ZAI;"Zaire Province";Zaire;https://en.wikipedia.org/wiki/Zaire_Province;provinces
AR;C;"Buenos Aires";"Ciudad Autónoma de Buenos Aires";https://en.wikipedia.org/wiki/Buenos_Aires;city
AR;B;"Buenos Aires Province";"Buenos Aires";https://en.wikipedia.org/wiki/Buenos_Aires_Province;province
AR;K;"Catamarca Province";Catamarca;https://en.wikipedia.org/wiki/Catamarca_Province;province
AR;H;"Chaco Province";Chaco;https://en.wikipedia.org/wiki/Chaco_Province;province
AR;U;"Chubut Province";Chubut;https://en.wikipedia.org/wiki/Chubut_Province;province
AR;X;"Córdoba Province, Argentina";Córdoba;https://en.wikipedia.org/wiki/C%C3%B3rdoba_Province,_Argentina;province
AR;W;"Corrientes Province";Corrientes;https://en.wikipedia.org/wiki/Corrientes_Province;province
AR;E;"Entre Ríos Province";"Entre Ríos";https://en.wikipedia.org/wiki/Entre_R%C3%ADos_Province;province
AR;P;"Formosa Province";Formosa;https://en.wikipedia.org/wiki/Formosa_Province;province
AR;Y;"Jujuy Province";Jujuy;https://en.wikipedia.org/wiki/Jujuy_Province;province
AR;L;"La Pampa Province";"La Pampa";https://en.wikipedia.org/wiki/La_Pampa_Province;province
AR;F;"La Rioja Province, Argentina";"La Rioja";https://en.wikipedia.org/wiki/La_Rioja_Province,_Argentina;province
AR;M;"Mendoza Province";Mendoza;https://en.wikipedia.org/wiki/Mendoza_Province;province
AR;N;"Misiones Province";Misiones;https://en.wikipedia.org/wiki/Misiones_Province;province
AR;Q;"Neuquén Province";Neuquén;https://en.wikipedia.org/wiki/Neuqu%C3%A9n_Province;province
AR;R;"Río Negro Province";"Río Negro";https://en.wikipedia.org/wiki/R%C3%ADo_Negro_Province;province
AR;A;"Salta Province";Salta;https://en.wikipedia.org/wiki/Salta_Province;province
AR;J;"San Juan Province, Argentina";"San Juan";https://en.wikipedia.org/wiki/San_Juan_Province,_Argentina;province
AR;D;"San Luis Province";"San Luis";https://en.wikipedia.org/wiki/San_Luis_Province;province
AR;Z;"Santa Cruz Province, Argentina";"Santa Cruz";https://en.wikipedia.org/wiki/Santa_Cruz_Province,_Argentina;province
AR;S;"Santa Fe Province";"Santa Fe";https://en.wikipedia.org/wiki/Santa_Fe_Province;province
AR;G;"Santiago del Estero Province";"Santiago del Estero";https://en.wikipedia.org/wiki/Santiago_del_Estero_Province;province
AR;V;"Tierra del Fuego Province, Argentina";"Tierra del Fuego";https://en.wikipedia.org/wiki/Tierra_del_Fuego_Province,_Argentina;province
AR;T;"Tucumán Province";Tucumán;https://en.wikipedia.org/wiki/Tucum%C3%A1n_Province;province
AT;1;Burgenland;Burgenland;https://en.wikipedia.org/wiki/Burgenland;states
AT;2;Carinthia;Kärnten;https://en.wikipedia.org/wiki/Carinthia;states
AT;3;"Lower Austria";Niederösterreich;https://en.wikipedia.org/wiki/Lower_Austria;states
AT;4;"Upper Austria";Oberösterreich;https://en.wikipedia.org/wiki/Upper_Austria;states
AT;5;"Salzburg (state)";Salzburg;https://en.wikipedia.org/wiki/Salzburg_(state);states
AT;6;Styria;Steiermark;https://en.wikipedia.org/wiki/Styria;states
AT;7;"Tyrol (state)";Tirol;https://en.wikipedia.org/wiki/Tyrol_(state);states
AT;8;Vorarlberg;Vorarlberg;https://en.wikipedia.org/wiki/Vorarlberg;states
AT;9;Vienna;Wien;https://en.wikipedia.org/wiki/Vienna;states
AU;NSW;"New South Wales";"New South Wales";https://en.wikipedia.org/wiki/New_South_Wales;state
AU;QLD;Queensland;Queensland;https://en.wikipedia.org/wiki/Queensland;state
AU;SA;"South Australia";"South Australia";https://en.wikipedia.org/wiki/South_Australia;state
AU;TAS;Tasmania;Tasmania;https://en.wikipedia.org/wiki/Tasmania;state
AU;VIC;"Victoria (Australia)";Victoria;https://en.wikipedia.org/wiki/Victoria_(Australia);state
AU;WA;"Western Australia";"Western Australia";https://en.wikipedia.org/wiki/Western_Australia;state
AU;ACT;"Australian Capital Territory";"Australian Capital Territory";https://en.wikipedia.org/wiki/Australian_Capital_Territory;territory
AU;NT;"Northern Territory";"Northern Territory";https://en.wikipedia.org/wiki/Northern_Territory;territory
AZ;NX;"Nakhchivan Autonomous Republic";Naxçıvan;https://en.wikipedia.org/wiki/Nakhchivan_Autonomous_Republic;"autonomous republic"
BA;BIH;"Federation of Bosnia and Herzegovina";"Federacija Bosna i Hercegovina";https://en.wikipedia.org/wiki/Federation_of_Bosnia_and_Herzegovina;entity
BA;SRP;"Republika Srpska";"Republika Srpska";https://en.wikipedia.org/wiki/Republika_Srpska;entity
BA;BRC;"Brčko distrikt";"Brčko distrikt";https://en.wikipedia.org/wiki/Br%C4%8Dko_distrikt;"district with special status"
BB;01;"Christ Church, Barbados";"Christ Church";https://en.wikipedia.org/wiki/Christ_Church,_Barbados;parishes
BB;02;"Saint Andrew, Barbados";"Saint Andrew";https://en.wikipedia.org/wiki/Saint_Andrew,_Barbados;parishes
BB;03;"Saint George, Barbados";"Saint George";https://en.wikipedia.org/wiki/Saint_George,_Barbados;parishes
BB;04;"Saint James, Barbados";"Saint James";https://en.wikipedia.org/wiki/Saint_James,_Barbados;parishes
BB;05;"Saint John, Barbados";"Saint John";https://en.wikipedia.org/wiki/Saint_John,_Barbados;parishes
BB;06;"Saint Joseph, Barbados";"Saint Joseph";https://en.wikipedia.org/wiki/Saint_Joseph,_Barbados;parishes
BB;07;"Saint Lucy, Barbados";"Saint Lucy";https://en.wikipedia.org/wiki/Saint_Lucy,_Barbados;parishes
BB;08;"Saint Michael, Barbados";"Saint Michael";https://en.wikipedia.org/wiki/Saint_Michael,_Barbados;parishes
BB;09;"Saint Peter, Barbados";"Saint Peter";https://en.wikipedia.org/wiki/Saint_Peter,_Barbados;parishes
BB;10;"Saint Philip, Barbados";"Saint Philip";https://en.wikipedia.org/wiki/Saint_Philip,_Barbados;parishes
BB;11;"Saint Thomas, Barbados";"Saint Thomas";https://en.wikipedia.org/wiki/Saint_Thomas,_Barbados;parishes
BD;A;"Barisal Division";Barisal;https://en.wikipedia.org/wiki/Barisal_Division;divisions
BD;B;"Chittagong Division";Chittagong;https://en.wikipedia.org/wiki/Chittagong_Division;divisions
BD;C;"Dhaka Division";Dhaka;https://en.wikipedia.org/wiki/Dhaka_Division;divisions
BD;D;"Khulna Division";Khulna;https://en.wikipedia.org/wiki/Khulna_Division;divisions
BD;H;"Mymensingh Division";Mymensingh;https://en.wikipedia.org/wiki/Mymensingh_Division;divisions
BD;E;"Rajshahi Division";Rajshahi;https://en.wikipedia.org/wiki/Rajshahi_Division;divisions
BD;F;"Rangpur Division";Rangpur;https://en.wikipedia.org/wiki/Rangpur_Division;divisions
BD;G;"Sylhet Division";Sylhet;https://en.wikipedia.org/wiki/Sylhet_Division;divisions
BE;BRU;Brussels;"Brussels Hoofdstedelijk Gewest";https://en.wikipedia.org/wiki/Brussels;regions
BE;VLG;"Flemish Region";"Vlaams Gewest";https://en.wikipedia.org/wiki/Flemish_Region;regions
BE;WAL;Wallonia;"Région Wallonne";https://en.wikipedia.org/wiki/Wallonia;regions
BF;01;"Boucle du Mouhoun Region";"Boucle du Mouhoun";https://en.wikipedia.org/wiki/Boucle_du_Mouhoun_Region;regions
BF;02;"Cascades Region";Cascades;https://en.wikipedia.org/wiki/Cascades_Region;regions
BF;03;"Centre Region (Burkina Faso)";Centre;https://en.wikipedia.org/wiki/Centre_Region_(Burkina_Faso);regions
BF;04;"Centre-Est Region";Centre-Est;https://en.wikipedia.org/wiki/Centre-Est_Region;regions
BF;05;"Centre-Nord Region";Centre-Nord;https://en.wikipedia.org/wiki/Centre-Nord_Region;regions
BF;06;"Centre-Ouest Region";Centre-Ouest;https://en.wikipedia.org/wiki/Centre-Ouest_Region;regions
BF;07;"Centre-Sud Region";Centre-Sud;https://en.wikipedia.org/wiki/Centre-Sud_Region;regions
BF;08;"Est Region (Burkina Faso)";Est;https://en.wikipedia.org/wiki/Est_Region_(Burkina_Faso);regions
BF;09;"Hauts-Bassins Region";Hauts-Bassins;https://en.wikipedia.org/wiki/Hauts-Bassins_Region;regions
BF;10;"Nord Region (Burkina Faso)";Nord;https://en.wikipedia.org/wiki/Nord_Region_(Burkina_Faso);regions
BF;11;"Plateau-Central Region";Plateau-Central;https://en.wikipedia.org/wiki/Plateau-Central_Region;regions
BF;12;"Sahel Region";Sahel;https://en.wikipedia.org/wiki/Sahel_Region;regions
BF;13;"Sud-Ouest Region (Burkina Faso)";Sud-Ouest;https://en.wikipedia.org/wiki/Sud-Ouest_Region_(Burkina_Faso);regions
BG;01;"Blagoevgrad Province";Blagoevgrad;https://en.wikipedia.org/wiki/Blagoevgrad_Province;regions
BG;02;"Burgas Province";Burgas;https://en.wikipedia.org/wiki/Burgas_Province;regions
BG;08;"Dobrich Province";Dobrich;https://en.wikipedia.org/wiki/Dobrich_Province;regions
BG;07;"Gabrovo Province";Gabrovo;https://en.wikipedia.org/wiki/Gabrovo_Province;regions
BG;26;"Haskovo Province";Haskovo;https://en.wikipedia.org/wiki/Haskovo_Province;regions
BG;09;"Kardzhali Province";Kardzhali;https://en.wikipedia.org/wiki/Kardzhali_Province;regions
BG;10;"Kyustendil Province";Kyustendil;https://en.wikipedia.org/wiki/Kyustendil_Province;regions
BG;11;"Lovech Province";Lovech;https://en.wikipedia.org/wiki/Lovech_Province;regions
BG;12;"Montana Province";Montana;https://en.wikipedia.org/wiki/Montana_Province;regions
BG;13;"Pazardzhik Province";Pazardzhik;https://en.wikipedia.org/wiki/Pazardzhik_Province;regions
BG;14;"Pernik Province";Pernik;https://en.wikipedia.org/wiki/Pernik_Province;regions
BG;15;"Pleven Province";Pleven;https://en.wikipedia.org/wiki/Pleven_Province;regions
BG;16;"Plovdiv Province";Plovdiv;https://en.wikipedia.org/wiki/Plovdiv_Province;regions
BG;17;"Razgrad Province";Razgrad;https://en.wikipedia.org/wiki/Razgrad_Province;regions
BG;18;"Ruse Province";Ruse;https://en.wikipedia.org/wiki/Ruse_Province;regions
BG;27;"Shumen Province";Shumen;https://en.wikipedia.org/wiki/Shumen_Province;regions
BG;19;"Silistra Province";Silistra;https://en.wikipedia.org/wiki/Silistra_Province;regions
BG;20;"Sliven Province";Sliven;https://en.wikipedia.org/wiki/Sliven_Province;regions
BG;21;"Smolyan Province";Smolyan;https://en.wikipedia.org/wiki/Smolyan_Province;regions
BG;23;"Sofia Province";Sofia;https://en.wikipedia.org/wiki/Sofia_Province;regions
BG;22;"Sofia City Province";"Sofia (stolitsa)";https://en.wikipedia.org/wiki/Sofia_City_Province;regions
BG;24;"Stara Zagora Province";"Stara Zagora";https://en.wikipedia.org/wiki/Stara_Zagora_Province;regions
BG;25;"Targovishte Province";Targovishte;https://en.wikipedia.org/wiki/Targovishte_Province;regions
BG;03;"Varna Province";Varna;https://en.wikipedia.org/wiki/Varna_Province;regions
BG;04;"Veliko Tarnovo Province";"Veliko Tarnovo";https://en.wikipedia.org/wiki/Veliko_Tarnovo_Province;regions
BG;05;"Vidin Province";Vidin;https://en.wikipedia.org/wiki/Vidin_Province;regions
BG;06;"Vratsa Province";Vratsa;https://en.wikipedia.org/wiki/Vratsa_Province;regions
BG;28;"Yambol Province";Yambol;https://en.wikipedia.org/wiki/Yambol_Province;regions
BH;13;"Capital Governorate, Bahrain";"Al ‘Āşimah";https://en.wikipedia.org/wiki/Capital_Governorate,_Bahrain;governorates
BH;14;"Al Janūbīyah Governorate (Bahrain)";"Al Janūbīyah";https://en.wikipedia.org/wiki/Al_Jan%C5%ABb%C4%AByah_Governorate_(Bahrain);governorates
BH;15;"Al Muḩarraq Governorate";"Al Muḩarraq";https://en.wikipedia.org/wiki/Al_Mu%E1%B8%A9arraq_Governorate;governorates
BH;17;"Ash Shamālīyah Governorate";"Ash Shamālīyah";https://en.wikipedia.org/wiki/Ash_Sham%C4%81l%C4%AByah_Governorate;governorates
BI;BB;"Bubanza Province";Bubanza;https://en.wikipedia.org/wiki/Bubanza_Province;provinces
BI;BM;"Bujumbura Mairie Province";"Bujumbura Mairie";https://en.wikipedia.org/wiki/Bujumbura_Mairie_Province;provinces
BI;BL;"Bujumbura Rural Province";"Bujumbura Rural";https://en.wikipedia.org/wiki/Bujumbura_Rural_Province;provinces
BI;BR;"Bururi Province";Bururi;https://en.wikipedia.org/wiki/Bururi_Province;provinces
BI;CA;"Cankuzo Province";Cankuzo;https://en.wikipedia.org/wiki/Cankuzo_Province;provinces
BI;CI;"Cibitoke Province";Cibitoke;https://en.wikipedia.org/wiki/Cibitoke_Province;provinces
BI;GI;"Gitega Province";Gitega;https://en.wikipedia.org/wiki/Gitega_Province;provinces
BI;KR;"Karuzi Province";Karuzi;https://en.wikipedia.org/wiki/Karuzi_Province;provinces
BI;KY;"Kayanza Province";Kayanza;https://en.wikipedia.org/wiki/Kayanza_Province;provinces
BI;KI;"Kirundo Province";Kirundo;https://en.wikipedia.org/wiki/Kirundo_Province;provinces
BI;MA;"Makamba Province";Makamba;https://en.wikipedia.org/wiki/Makamba_Province;provinces
BI;MU;"Muramvya Province";Muramvya;https://en.wikipedia.org/wiki/Muramvya_Province;provinces
BI;MY;"Muyinga Province";Muyinga;https://en.wikipedia.org/wiki/Muyinga_Province;provinces
BI;MW;"Mwaro Province";Mwaro;https://en.wikipedia.org/wiki/Mwaro_Province;provinces
BI;NG;"Ngozi Province";Ngozi;https://en.wikipedia.org/wiki/Ngozi_Province;provinces
BI;RM;"Rumonge Province";Rumonge;https://en.wikipedia.org/wiki/Rumonge_Province;provinces
BI;RT;"Rutana Province";Rutana;https://en.wikipedia.org/wiki/Rutana_Province;provinces
BI;RY;"Ruyigi Province";Ruyigi;https://en.wikipedia.org/wiki/Ruyigi_Province;provinces
BJ;AL;"Alibori Department";Alibori;https://en.wikipedia.org/wiki/Alibori_Department;departments
BJ;AK;"Atakora Department";Atacora;https://en.wikipedia.org/wiki/Atakora_Department;departments
BJ;AQ;"Atlantique Department";Atlantique;https://en.wikipedia.org/wiki/Atlantique_Department;departments
BJ;BO;"Borgou Department";Borgou;https://en.wikipedia.org/wiki/Borgou_Department;departments
BJ;CO;"Collines Department";Collines;https://en.wikipedia.org/wiki/Collines_Department;departments
BJ;KO;"Kouffo Department";Couffo;https://en.wikipedia.org/wiki/Kouffo_Department;departments
BJ;DO;"Donga Department";Donga;https://en.wikipedia.org/wiki/Donga_Department;departments
BJ;LI;"Littoral Department";Littoral;https://en.wikipedia.org/wiki/Littoral_Department;departments
BJ;MO;"Mono Department";Mono;https://en.wikipedia.org/wiki/Mono_Department;departments
BJ;OU;"Ouémé Department";Ouémé;https://en.wikipedia.org/wiki/Ou%C3%A9m%C3%A9_Department;departments
BJ;PL;"Plateau Department";Plateau;https://en.wikipedia.org/wiki/Plateau_Department;departments
BJ;ZO;"Zou Department";Zou;https://en.wikipedia.org/wiki/Zou_Department;departments
BN;BE;"Belait District";Belait;https://en.wikipedia.org/wiki/Belait_District;districts
BN;BM;"Brunei-Muara District";Brunei-Muara;https://en.wikipedia.org/wiki/Brunei-Muara_District;districts
BN;TE;"Temburong District";Temburong;https://en.wikipedia.org/wiki/Temburong_District;districts
BN;TU;"Tutong District";Tutong;https://en.wikipedia.org/wiki/Tutong_District;districts
BO;C;"Cochabamba Department";Cochabamba;https://en.wikipedia.org/wiki/Cochabamba_Department;departments
BO;H;"Chuquisaca Department";Chuquisaca;https://en.wikipedia.org/wiki/Chuquisaca_Department;departments
BO;B;"El Beni Department";"El Beni";https://en.wikipedia.org/wiki/El_Beni_Department;departments
BO;L;"La Paz Department (Bolivia)";"La Paz";https://en.wikipedia.org/wiki/La_Paz_Department_(Bolivia);departments
BO;O;"Oruro Department";Oruro;https://en.wikipedia.org/wiki/Oruro_Department;departments
BO;N;"Pando Department";Pando;https://en.wikipedia.org/wiki/Pando_Department;departments
BO;P;"Potosí Department";Potosí;https://en.wikipedia.org/wiki/Potos%C3%AD_Department;departments
BO;S;"Santa Cruz Department (Bolivia)";"Santa Cruz";https://en.wikipedia.org/wiki/Santa_Cruz_Department_(Bolivia);departments
BO;T;"Tarija Department";Tarija;https://en.wikipedia.org/wiki/Tarija_Department;departments
BQ;BO;Bonaire;Bonaire;https://en.wikipedia.org/wiki/Bonaire;"special municipalities"
BQ;SA;Saba;Saba;https://en.wikipedia.org/wiki/Saba;"special municipalities"
BQ;SE;"Sint Eustatius";"Sint Eustatius";https://en.wikipedia.org/wiki/Sint_Eustatius;"special municipalities"
BR;DF;"Federal District (Brazil)";"Distrito Federal";https://en.wikipedia.org/wiki/Federal_District_(Brazil);"federal district"
BR;AC;"Acre (state)";Acre;https://en.wikipedia.org/wiki/Acre_(state);state
BR;AL;Alagoas;Alagoas;https://en.wikipedia.org/wiki/Alagoas;state
BR;AP;Amapá;Amapá;https://en.wikipedia.org/wiki/Amap%C3%A1;state
BR;AM;"Amazonas (Brazilian state)";Amazonas;https://en.wikipedia.org/wiki/Amazonas_(Brazilian_state);state
BR;BA;Bahia;Bahia;https://en.wikipedia.org/wiki/Bahia;state
BR;CE;Ceará;Ceará;https://en.wikipedia.org/wiki/Cear%C3%A1;state
BR;ES;"Espírito Santo";"Espírito Santo";https://en.wikipedia.org/wiki/Esp%C3%ADrito_Santo;state
BR;GO;Goiás;Goiás;https://en.wikipedia.org/wiki/Goi%C3%A1s;state
